# GbID,Accession,TaxID,Organism,SpeciesTaxID,SpeciesName,Size
5950618,GCA_900249565.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,102751612
5950598,GCA_900249555.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,69584078
5950578,GCA_900249545.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,125582906
5950558,GCA_900249535.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,126919602
5950538,GCA_900249525.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,63017905
5950518,GCA_900249515.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,126292791
5950498,GCA_900249505.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,115558284
5950478,GCA_900249495.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,126363162
5950458,GCA_900249475.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,62060461
5950438,GCA_900249465.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,67432978
5950418,GCA_900249455.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,930282
5950398,GCA_900249445.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,96295585
5950378,GCA_900249435.1,527639,wastewater metagenome (metagenomes),527639,wastewater metagenome,67727052
5950358,GCA_900249425.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,25444415
5950338,GCA_900249415.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,99162
5950318,GCA_900249405.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,5150661
5950298,GCA_900249395.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,71109
5950278,GCA_900249385.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,22331672
5950258,GCA_900249375.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,577945
5950238,GCA_900249365.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,10205760
5950218,GCA_900249355.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,32340859
5950198,GCA_900249325.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,8555409
5950178,GCA_900249315.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,3598615
5950158,GCA_900249305.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,848034
5950138,GCA_900249275.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,2751979
5950118,GCA_900249265.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,446056
5950098,GCA_900249255.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,30599058
5950078,GCA_900249245.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,24181330
5950058,GCA_900249235.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,248910
5950038,GCA_900249225.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,37192982
5950018,GCA_900249215.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,1150916
5949998,GCA_900249195.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,11112946
5949978,GCA_900249185.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,1874893
5949958,GCA_900249175.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,6517994
5949938,GCA_900249165.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,1172536
5949918,GCA_900249155.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,14362506
5949898,GCA_900249145.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,806029
5949878,GCA_900249135.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,1630154
5949838,GCA_900249105.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,15494770
5949858,GCA_900249125.1,449393,freshwater metagenome (metagenomes),449393,freshwater metagenome,6992581
5949798,GCA_900249095.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4113008
5949818,GCA_900249115.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2236688
5949718,GCA_900249045.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,6130486
5949758,GCA_900249075.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5241497
5949778,GCA_900249085.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5467533
5949738,GCA_900249055.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4219856
5949658,GCA_900249015.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5367957
5949678,GCA_900249025.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4658947
5949698,GCA_900249035.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4414001
5949638,GCA_900249005.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3109882
5949598,GCA_900248975.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3875433
5949538,GCA_900248945.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,6638766
5949618,GCA_900248995.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4075355
5949458,GCA_900248905.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5246299
5949558,GCA_900248955.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1940353
5949578,GCA_900248965.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4709036
5949498,GCA_900248925.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,10148508
5949518,GCA_900248935.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4727870
5949478,GCA_900248915.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4675592
5949418,GCA_900248885.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,8111126
5949338,GCA_900248845.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3036225
5949438,GCA_900248895.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,419852
5949378,GCA_900248865.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,450119
5949318,GCA_900248835.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2191182
5949358,GCA_900248855.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5390476
5949398,GCA_900248875.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4401597
5949258,GCA_900248805.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2190513
5949278,GCA_900248815.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5800081
5949218,GCA_900248785.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3875999
5949238,GCA_900248795.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1556572
5949198,GCA_900248775.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3503071
5949298,GCA_900248825.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,82733
5949098,GCA_900248725.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4811277
5949078,GCA_900248715.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2143251
5949058,GCA_900248705.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1400942
5949138,GCA_900248745.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,481480
5949178,GCA_900248765.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1285704
5949158,GCA_900248755.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2106049
5949118,GCA_900248735.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,591402
5949018,GCA_900248685.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3613999
5949038,GCA_900248695.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1383846
5948898,GCA_900248615.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2603874
5948998,GCA_900248675.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,623595
5948978,GCA_900248665.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2049121
5948918,GCA_900248625.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3819030
5948938,GCA_900248635.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,872944
5948958,GCA_900248645.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,80984
5948878,GCA_900248605.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,550219
5948838,GCA_900248585.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2721684
5948858,GCA_900248595.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,290510
5948818,GCA_900248565.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1916579
5948758,GCA_900248535.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2387619
5948738,GCA_900248525.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,102749
5948798,GCA_900248555.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,179709
5948778,GCA_900248545.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,177114
5948358,GCA_900248125.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,203683948
5948678,GCA_900248485.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4283301
5948718,GCA_900248515.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1031496
5948698,GCA_900248495.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1201963
5948638,GCA_900248465.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3701300
5948378,GCA_900248135.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149813322
5948658,GCA_900248475.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,332195
5948618,GCA_900248455.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,846736
5948558,GCA_900248425.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,6710866
5948598,GCA_900248445.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,855932
5948578,GCA_900248435.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,3550047
5948338,GCA_900248115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153202706
5948538,GCA_900248415.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,550191
5948498,GCA_900248395.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1674974
5948518,GCA_900248405.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2835941
5948478,GCA_900248385.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,4930720
5948438,GCA_900248365.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,1153982
5948458,GCA_900248375.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,397989
5948318,GCA_900248105.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104943923
5948418,GCA_900248355.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,5215381
5948398,GCA_900248335.1,749907,sediment metagenome (metagenomes),749907,sediment metagenome,2535132
5948278,GCA_900248095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,176712477
5948258,GCA_900248075.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,184446742
5948238,GCA_900248065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,206631573
5948298,GCA_900248085.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,140109771
5948218,GCA_900248055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,188648832
5948198,GCA_900248045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,133172158
5948178,GCA_900248035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,137465769
5948138,GCA_900248015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153755459
5948158,GCA_900248025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,131353959
5948118,GCA_900248005.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,132263057
5948098,GCA_900247985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159780039
5948058,GCA_900247975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,164918775
5948078,GCA_900247995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,155968255
5948038,GCA_900247965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,161085242
5948018,GCA_900247955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,138243902
5947998,GCA_900247945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,175514189
5947978,GCA_900247935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,158099861
5947898,GCA_900247685.1,256318,metagenome (metagenomes),256318,metagenome,22272368
5947818,GCA_900247085.1,408172,marine metagenome (metagenomes),408172,marine metagenome,16321446
5947718,GCA_900246885.1,408172,marine metagenome (metagenomes),408172,marine metagenome,15769059
5947258,GCA_900247915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,129096464
5947148,GCA_900247885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,152209400
5947048,GCA_900247875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,207096848
5946918,GCA_900247865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,201027143
5946818,GCA_900247855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,142788517
5946718,GCA_900247845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,154039739
5946618,GCA_900247835.1,256318,metagenome (metagenomes),256318,metagenome,24786787
5946528,GCA_900247825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,170848093
5946438,GCA_900247815.1,256318,metagenome (metagenomes),256318,metagenome,17699258
5946338,GCA_900247805.1,256318,metagenome (metagenomes),256318,metagenome,10313149
5946298,GCA_900247795.1,256318,metagenome (metagenomes),256318,metagenome,23760080
5946278,GCA_900247785.1,256318,metagenome (metagenomes),256318,metagenome,33502948
5946258,GCA_900247775.1,256318,metagenome (metagenomes),256318,metagenome,23822925
5946238,GCA_900247765.1,256318,metagenome (metagenomes),256318,metagenome,21855338
5946218,GCA_900247755.1,256318,metagenome (metagenomes),256318,metagenome,18887603
5946198,GCA_900247745.1,256318,metagenome (metagenomes),256318,metagenome,17694564
5946178,GCA_900247735.1,256318,metagenome (metagenomes),256318,metagenome,25870102
5946158,GCA_900247725.1,256318,metagenome (metagenomes),256318,metagenome,18671581
5946138,GCA_900247715.1,256318,metagenome (metagenomes),256318,metagenome,19467981
5946118,GCA_900247705.1,1561972,seawater metagenome (metagenomes),1561972,seawater metagenome,29049587
5946098,GCA_900247695.1,256318,metagenome (metagenomes),256318,metagenome,17993901
5946078,GCA_900247645.1,1561972,seawater metagenome (metagenomes),1561972,seawater metagenome,39861913
5946058,GCA_900247625.1,1561972,seawater metagenome (metagenomes),1561972,seawater metagenome,61085627
5946038,GCA_900247585.1,1561972,seawater metagenome (metagenomes),1561972,seawater metagenome,6933742
5946018,GCA_900247265.1,408172,marine metagenome (metagenomes),408172,marine metagenome,19456635
5945998,GCA_900247255.1,408172,marine metagenome (metagenomes),408172,marine metagenome,19837814
5945978,GCA_900247245.1,408172,marine metagenome (metagenomes),408172,marine metagenome,12630645
5945958,GCA_900247235.1,408172,marine metagenome (metagenomes),408172,marine metagenome,27796190
5945938,GCA_900247205.1,408172,marine metagenome (metagenomes),408172,marine metagenome,16579183
5945918,GCA_900247225.1,408172,marine metagenome (metagenomes),408172,marine metagenome,21032608
5945898,GCA_900247215.1,408172,marine metagenome (metagenomes),408172,marine metagenome,8978117
5945878,GCA_900247195.1,408172,marine metagenome (metagenomes),408172,marine metagenome,19492581
5945858,GCA_900247185.1,408172,marine metagenome (metagenomes),408172,marine metagenome,29186353
5945838,GCA_900247175.1,408172,marine metagenome (metagenomes),408172,marine metagenome,29233064
5945818,GCA_900247165.1,408172,marine metagenome (metagenomes),408172,marine metagenome,38782101
5945798,GCA_900247155.1,408172,marine metagenome (metagenomes),408172,marine metagenome,7153584
5945778,GCA_900247145.1,408172,marine metagenome (metagenomes),408172,marine metagenome,28326009
5945758,GCA_900247135.1,408172,marine metagenome (metagenomes),408172,marine metagenome,33483442
5945738,GCA_900247125.1,408172,marine metagenome (metagenomes),408172,marine metagenome,6551393
5945718,GCA_900247115.1,408172,marine metagenome (metagenomes),408172,marine metagenome,24051207
5945698,GCA_900247105.1,408172,marine metagenome (metagenomes),408172,marine metagenome,21703319
5945678,GCA_900247095.1,408172,marine metagenome (metagenomes),408172,marine metagenome,13460282
5945658,GCA_900247075.1,408172,marine metagenome (metagenomes),408172,marine metagenome,14990338
5945638,GCA_900247065.1,408172,marine metagenome (metagenomes),408172,marine metagenome,17150804
5945618,GCA_900247055.1,408172,marine metagenome (metagenomes),408172,marine metagenome,34579694
5945598,GCA_900247045.1,408172,marine metagenome (metagenomes),408172,marine metagenome,27110471
5945578,GCA_900247035.1,408172,marine metagenome (metagenomes),408172,marine metagenome,32498081
5945558,GCA_900247025.1,408172,marine metagenome (metagenomes),408172,marine metagenome,18150673
5945538,GCA_900247015.1,408172,marine metagenome (metagenomes),408172,marine metagenome,5829923
5945518,GCA_900247005.1,408172,marine metagenome (metagenomes),408172,marine metagenome,40888532
5945498,GCA_900246995.1,408172,marine metagenome (metagenomes),408172,marine metagenome,20514716
5945478,GCA_900246985.1,408172,marine metagenome (metagenomes),408172,marine metagenome,30683219
5945458,GCA_900246975.1,408172,marine metagenome (metagenomes),408172,marine metagenome,7289520
5945438,GCA_900246965.1,408172,marine metagenome (metagenomes),408172,marine metagenome,21074057
5945398,GCA_900246955.1,408172,marine metagenome (metagenomes),408172,marine metagenome,32578975
5945378,GCA_900246945.1,408172,marine metagenome (metagenomes),408172,marine metagenome,16165011
5945358,GCA_900246935.1,408172,marine metagenome (metagenomes),408172,marine metagenome,8103195
5945338,GCA_900246925.1,408172,marine metagenome (metagenomes),408172,marine metagenome,21375615
5945318,GCA_900246915.1,408172,marine metagenome (metagenomes),408172,marine metagenome,21815898
5945298,GCA_900246905.1,408172,marine metagenome (metagenomes),408172,marine metagenome,18957842
5945278,GCA_900246895.1,408172,marine metagenome (metagenomes),408172,marine metagenome,11189185
5945258,GCA_900246875.1,408172,marine metagenome (metagenomes),408172,marine metagenome,44084456
5945238,GCA_900246865.1,408172,marine metagenome (metagenomes),408172,marine metagenome,14052502
5945218,GCA_900246855.1,408172,marine metagenome (metagenomes),408172,marine metagenome,26813525
5945198,GCA_900246845.1,408172,marine metagenome (metagenomes),408172,marine metagenome,20155783
5945178,GCA_900246835.1,408172,marine metagenome (metagenomes),408172,marine metagenome,13792425
5945158,GCA_900246825.1,408172,marine metagenome (metagenomes),408172,marine metagenome,12454049
5945138,GCA_900246815.1,408172,marine metagenome (metagenomes),408172,marine metagenome,9584056
5945118,GCA_900246805.1,408172,marine metagenome (metagenomes),408172,marine metagenome,15113258
5945098,GCA_900246795.1,408172,marine metagenome (metagenomes),408172,marine metagenome,58717877
5945078,GCA_900246785.1,408172,marine metagenome (metagenomes),408172,marine metagenome,11343335
5945058,GCA_900246775.1,408172,marine metagenome (metagenomes),408172,marine metagenome,28913167
5945038,GCA_900246765.1,408172,marine metagenome (metagenomes),408172,marine metagenome,14436872
5945018,GCA_900246755.1,408172,marine metagenome (metagenomes),408172,marine metagenome,25911636
5944998,GCA_900246745.1,408172,marine metagenome (metagenomes),408172,marine metagenome,27965322
5944978,GCA_900246735.1,408172,marine metagenome (metagenomes),408172,marine metagenome,14463365
5944958,GCA_900246715.1,408172,marine metagenome (metagenomes),408172,marine metagenome,26944669
5944938,GCA_900246725.1,408172,marine metagenome (metagenomes),408172,marine metagenome,16273586
5944918,GCA_900246695.1,408172,marine metagenome (metagenomes),408172,marine metagenome,22730421
5944898,GCA_900246705.1,408172,marine metagenome (metagenomes),408172,marine metagenome,15179776
5944878,GCA_900246685.1,408172,marine metagenome (metagenomes),408172,marine metagenome,29631766
5944858,GCA_900246675.1,408172,marine metagenome (metagenomes),408172,marine metagenome,10881235
5944838,GCA_900246665.1,408172,marine metagenome (metagenomes),408172,marine metagenome,35366681
5944818,GCA_900246625.1,408172,marine metagenome (metagenomes),408172,marine metagenome,59174285
5944798,GCA_900240835.1,256318,metagenome (metagenomes),256318,metagenome,47120948
5944778,GCA_900240825.1,256318,metagenome (metagenomes),256318,metagenome,29939512
5944758,GCA_900240815.1,256318,metagenome (metagenomes),256318,metagenome,33638383
5944738,GCA_900240805.1,256318,metagenome (metagenomes),256318,metagenome,22335636
5944718,GCA_900240795.1,256318,metagenome (metagenomes),256318,metagenome,27974103
5944698,GCA_900240785.1,256318,metagenome (metagenomes),256318,metagenome,52627107
5944678,GCA_900240775.1,256318,metagenome (metagenomes),256318,metagenome,42411288
5944658,GCA_900240765.1,256318,metagenome (metagenomes),256318,metagenome,36621865
5944638,GCA_900240755.1,256318,metagenome (metagenomes),256318,metagenome,43755346
5944618,GCA_900240745.1,256318,metagenome (metagenomes),256318,metagenome,22671039
5944598,GCA_900240735.1,256318,metagenome (metagenomes),256318,metagenome,44681096
5944578,GCA_900240725.1,256318,metagenome (metagenomes),256318,metagenome,23568664
5944558,GCA_900240705.1,256318,metagenome (metagenomes),256318,metagenome,30612216
5944538,GCA_900240715.1,256318,metagenome (metagenomes),256318,metagenome,28603273
5944518,GCA_900240695.1,256318,metagenome (metagenomes),256318,metagenome,36160235
5944498,GCA_900240685.1,256318,metagenome (metagenomes),256318,metagenome,25424027
5944478,GCA_900240675.1,256318,metagenome (metagenomes),256318,metagenome,23650180
5944458,GCA_900240665.1,256318,metagenome (metagenomes),256318,metagenome,46418732
5944438,GCA_900240655.1,256318,metagenome (metagenomes),256318,metagenome,39703101
5944418,GCA_900240645.1,256318,metagenome (metagenomes),256318,metagenome,38679341
5944398,GCA_900240635.1,256318,metagenome (metagenomes),256318,metagenome,43240902
5944378,GCA_900240615.1,256318,metagenome (metagenomes),256318,metagenome,21201164
5944358,GCA_900240625.1,256318,metagenome (metagenomes),256318,metagenome,25910279
5944338,GCA_900240605.1,256318,metagenome (metagenomes),256318,metagenome,43416167
5944318,GCA_900240595.1,256318,metagenome (metagenomes),256318,metagenome,41845009
5944298,GCA_900240585.1,256318,metagenome (metagenomes),256318,metagenome,27999644
5944278,GCA_900240575.1,256318,metagenome (metagenomes),256318,metagenome,24832005
5944258,GCA_900240565.1,256318,metagenome (metagenomes),256318,metagenome,40627712
5944238,GCA_900240555.1,256318,metagenome (metagenomes),256318,metagenome,41185990
5944218,GCA_900240545.1,256318,metagenome (metagenomes),256318,metagenome,23112855
5944198,GCA_900240535.1,256318,metagenome (metagenomes),256318,metagenome,20185295
5944178,GCA_900240525.1,256318,metagenome (metagenomes),256318,metagenome,17427192
5944158,GCA_900240515.1,256318,metagenome (metagenomes),256318,metagenome,23241523
5944138,GCA_900240505.1,256318,metagenome (metagenomes),256318,metagenome,25982908
5944078,GCA_900240495.1,256318,metagenome (metagenomes),256318,metagenome,28401284
5944058,GCA_900240485.1,256318,metagenome (metagenomes),256318,metagenome,24005148
5944038,GCA_900240475.1,256318,metagenome (metagenomes),256318,metagenome,22485952
5944018,GCA_900240465.1,256318,metagenome (metagenomes),256318,metagenome,41872838
5943998,GCA_900240445.1,256318,metagenome (metagenomes),256318,metagenome,26351664
5943978,GCA_900240455.1,256318,metagenome (metagenomes),256318,metagenome,46953105
5943938,GCA_900240415.1,256318,metagenome (metagenomes),256318,metagenome,43713235
5943758,GCA_900230545.1,749906,gut metagenome (metagenomes),749906,gut metagenome,1633081661
5943898,GCA_900240115.1,256318,metagenome (metagenomes),256318,metagenome,161741
5943858,GCA_900236665.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,196144411
5943678,GCA_900230515.1,749906,gut metagenome (metagenomes),749906,gut metagenome,2284583729
5943818,GCA_900236595.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,192938379
5943538,GCA_900230505.1,749906,gut metagenome (metagenomes),749906,gut metagenome,1766717854
5943518,GCA_900228135.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,156102
5943158,GCA_900217305.1,410658,soil metagenome (metagenomes),410658,soil metagenome,3732149094
5943498,GCA_900228115.1,410658,soil metagenome (metagenomes),410658,soil metagenome,386122
5943478,GCA_900228105.1,410658,soil metagenome (metagenomes),410658,soil metagenome,689713
5943458,GCA_900227995.1,410658,soil metagenome (metagenomes),410658,soil metagenome,4563065
5943438,GCA_900227955.1,410658,soil metagenome (metagenomes),410658,soil metagenome,125980
5943418,GCA_900227945.1,410658,soil metagenome (metagenomes),410658,soil metagenome,461418
5943398,GCA_900227935.1,410658,soil metagenome (metagenomes),410658,soil metagenome,532053
5943378,GCA_900227925.1,410658,soil metagenome (metagenomes),410658,soil metagenome,366713
5943358,GCA_900227825.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,2098331
5943338,GCA_900227805.1,410658,soil metagenome (metagenomes),410658,soil metagenome,1608774
5943318,GCA_900227785.1,410658,soil metagenome (metagenomes),410658,soil metagenome,200726
5943288,GCA_900227725.1,410658,soil metagenome (metagenomes),410658,soil metagenome,1130610
5943238,GCA_900227695.1,410658,soil metagenome (metagenomes),410658,soil metagenome,379406
5943178,GCA_900221075.1,256318,metagenome (metagenomes),256318,metagenome,1447418718
5943218,GCA_900227675.1,410658,soil metagenome (metagenomes),410658,soil metagenome,4659691
5943198,GCA_900227645.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,1962757
5943078,GCA_900216855.1,410658,soil metagenome (metagenomes),410658,soil metagenome,589529111
5943138,GCA_900216965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19160264
5943118,GCA_900216955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,41695337
5943098,GCA_900216945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,1721214
5943058,GCA_900214165.1,410658,soil metagenome (metagenomes),410658,soil metagenome,958990
5943038,GCA_900214155.1,410658,soil metagenome (metagenomes),410658,soil metagenome,504618
5943018,GCA_900214075.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,364288
5942998,GCA_900214035.1,410658,soil metagenome (metagenomes),410658,soil metagenome,400376
5942978,GCA_900213965.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,684751
5942818,GCA_900230535.1,749906,gut metagenome (metagenomes),749906,gut metagenome,4188676136
5942958,GCA_900213945.1,410658,soil metagenome (metagenomes),410658,soil metagenome,580930
5942938,GCA_900213925.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,227090
5942918,GCA_900213915.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,1852740
5942898,GCA_900213905.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,753825
5942878,GCA_900213865.1,410658,soil metagenome (metagenomes),410658,soil metagenome,4678066
5942858,GCA_900213785.1,410658,soil metagenome (metagenomes),410658,soil metagenome,475664
5942838,GCA_900230555.1,410658,soil metagenome (metagenomes),410658,soil metagenome,345529561
5942798,GCA_900230525.1,749906,gut metagenome (metagenomes),749906,gut metagenome,2184848969
5942778,GCA_900216985.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,595394878
5942758,GCA_900216975.1,942017,activated sludge metagenome (metagenomes),942017,activated sludge metagenome,476303286
5942738,GCA_900216765.1,410658,soil metagenome (metagenomes),410658,soil metagenome,167185339
5942718,GCA_900216805.1,410658,soil metagenome (metagenomes),410658,soil metagenome,248512575
5942698,GCA_900216775.1,410658,soil metagenome (metagenomes),410658,soil metagenome,115564317
5942678,GCA_900216845.1,410658,soil metagenome (metagenomes),410658,soil metagenome,108444082
5942658,GCA_900216525.1,256318,metagenome (metagenomes),256318,metagenome,445854134
5942638,GCA_900216535.1,256318,metagenome (metagenomes),256318,metagenome,654638824
5942618,GCA_900216515.1,256318,metagenome (metagenomes),256318,metagenome,572624513
5942558,GCA_900216345.1,256318,metagenome (metagenomes),256318,metagenome,654391738
5942598,GCA_900216485.1,256318,metagenome (metagenomes),256318,metagenome,106108006
